"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-04-10",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"55",",,H","42",",,H","44",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-04-18",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"67",",,H","54",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-04-19",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"62",",,H","50",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-04-21",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"61",",,H","47",",,H","55",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-04-26",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"59",",,H","47",",,H","51",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-01",,,,,"3.10",",,H,0800",,,,,,,"59",",,H","50",",,H","51",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-02",,,,,"0.60",",,H,0800",,,,,,,"62",",,H","49",",,H","49",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-03",,,,,"0.07",",,H,0800",,,,,,,"55",",,H","46",",,H","47",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-04",,,,,"0.00",",,H,0800",,,,,,,"56",",,H","47",",,H","50",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-05",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"57",",,H","47",",,H","50",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-08",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"75",",,H","57",",,H","61",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-09",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"77",",,H","59",",,H","59",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-10",,,,,"0.00",",,H,0800",,,,,,,"73",",,H","58",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-11",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"70",",,H","53",",,H","59",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-12",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"79",",,H","58",",,H","67",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-16",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"73",",,H","55",",,H","61",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-17",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"78",",,H","59",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-19",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"60",",,H","47",",,H","58",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-23",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"75",",,H","60",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-24",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"67",",,H","57",",,H","59",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-25",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"75",",,H","56",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-26",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"70",",,H","51",",,H","57",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-29",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"73",",,H","61",",,H","65",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-30",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"81",",,H","63",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-05-31",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"70",",,H","56",",,H","57",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-01",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"74",",,H","54",",,H","64",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-02",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"80",",,H","61",",,H","69",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-05",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"70",",,H","51",",,H","59",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-06",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"77",",,H","56",",,H","65",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-07",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"79",",,H","63",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-12",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"81",",,H","65",",,H","69",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-13",,,,,"0.33",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"78",",,H","67",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-14",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"78",",,H","64",",,H","68",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-15",,,,,"0.27",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"75",",,H","63",",,H","64",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-19",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"80",",,H","64",",,H","68",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-20",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"79",",,H","67",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-21",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"81",",,H","64",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-22",,,,,"0.06",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"73",",,H","61",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-23",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"72",",,H","59",",,H","66",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-26",,,,,"0.02",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"83",",,H","71",",,H","74",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-06-27",,,,,"0.52",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"79",",,H","71",",,H",,
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-07-03",,,,,"1.20",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"85",",,H","72",",,H","76",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-07-04",,,,,"0.15",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"87",",,H","72",",,H","75",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-07-06",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"88",",,H","74",",,H","80",",,H,0800"
"USC00309580","WORLD TRADE CENTER, NY US","40.7104","-74.0142","12.2","2023-07-07",,,,,"0.00",",,H,0800","0.0",",,H,0800","0.0",",,H,0800",,,"90",",,H","76",",,H","77",",,H,0800"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-01",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","52","H,,S","58",",,W","45",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-02",,,,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","50","H,,S","59",",,W","43",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-03",,,,,"0.45",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","52","H,,S","56",",,W","49",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-04",,,,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","57","H,,S","66",",,W","50",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-05",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","53","H,,S","55",",,W","47",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-06",,,,,"0.31",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","47","H,,S","50",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-07",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","41","H,,S","48",",,W","37",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","38","H,,S","42",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-09",,,,,"0.01",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","41","H,,S","48",",,W","37",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","39","H,,S","43",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","39","H,,S","41",",,W","36",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-12",,,,,"0.21",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","57",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-13",,,,,"0.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","54","H,,S","59",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-14",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400","37","H,,S","38",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-15",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","36","H,,S","46",",,W","32",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-16",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","37","H,,S","51",",,W","29",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-17",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","41","H,,S","48",",,W","31",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-18",,,,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","48","H,,S","57",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-19",,,,,"0.95",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","43","H,,S","44",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-20",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","45","H,,S","51",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-21",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","41","H,,S","42",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-22",,,,,"0.50",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","39","H,,S","43",",,W","37",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-23",,,,,"0.29",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","39","H,,S","41",",,W","37",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-24",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","40","H,,S","50",",,W","36",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-25",,,,,"0.95",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","39","H,,S","58",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-26",,,,,"0.38",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","49","H,,S","58",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-27",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","40","H,,S","45",",,W","31",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-28",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400","42","H,,S","55",",,W","31",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-29",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","47","H,,S","54",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-30",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","47","H,,S","57",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-01-31",,,,,"0.06",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","42","H,,S","49",",,W","32",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-01",,,,,"0.02",",,W,2400","0.3",",,W,2400","0.0","T,,W,2400","33","H,,S","40",",,W","27",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-02",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","33","H,,S","42",",,W","25",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-03",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","29","H,,S","35",",,W","13",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-04",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14","H,,S","26",",,W","5",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-05",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","34","H,,S","51",",,W","25",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-06",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","56",",,W","32",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-07",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","36","H,,S","43",",,W","27",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-08",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","45","H,,S","57",",,W","35",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-09",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","45","H,,S","52",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","53","H,,S","61",",,W","43",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","48",",,W","36",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-12",,,,,"0.12",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","40","H,,S","48",",,W","31",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-13",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","48","H,,S","61",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-14",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","49","H,,S","57",",,W","42",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-15",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","54","H,,S","70",",,W","43",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-16",,,,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","59","H,,S","68",",,W","50",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-17",,,,,"0.15",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","55","H,,S","62",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-18",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","35","H,,S","44",",,W","28",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-19",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","41","H,,S","52",",,W","32",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-20",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","49","H,,S","64",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-21",,,,,"0.21",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","46","H,,S","49",",,W","38",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-22",,,,,"0.19",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","41","H,,S","45",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-23",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","41","H,,S","45",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-24",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","48",",,W","26",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-25",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400","28","H,,S","34",",,W","23",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-26",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","35","H,,S","53",",,W","23",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-27",,,,,"0.38",",,W,2400","1.2",",,W,2400","0.0",",,W,2400","41","H,,S","45",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-02-28",,,,,"0.26",",,W,2400","0.5",",,W,2400","2.0",",,W,2400","35","H,,S","39",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-01",,,,,"0.01",",,W,2400","0.0",",,W,2400","1.2",",,W,2400","39","H,,S","46",",,W","30",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-02",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","45","H,,S","57",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-03",,,,,"0.25",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","42","H,,S","47",",,W","36",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-04",,,,,"1.24",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","50",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-05",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","46","H,,S","57",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-06",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","47","H,,S","54",",,W","40",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-07",,,,,"0.13",",,W,2400","0.2",",,W,2400","0.0","T,,W,2400","43","H,,S","50",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","39","H,,S","50",",,W","32",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-09",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","42","H,,S","53",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-10",,,,,"0.32",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","40","H,,S","46",",,W","34",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-11",,,,,"0.33",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","42","H,,S","47",",,W","35",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-12",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","40","H,,S","48",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-13",,,,,"0.53",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","43","H,,S","45",",,W","39",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-14",,,,,"0.09",",,W,2400","0.4",",,W,2400","0.0",",,W,2400","38","H,,S","39",",,W","33",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-15",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","39","H,,S","48",",,W","35",",,W",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2023-03-16",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","44","H,,S","62",",,W","31",",,W",,
